Unique Reference Number,Local Authority Code,Local Authority Name,Establishment Number,Establishment Name,Type Of Establishment,Establishment Status,Reason Establishment Opened,Open Date,Reason Establishment Closed,Close Date,Phase Of Education,Statutory Low Age,Statutory High Age,Boarders,Official Sixth Form,Gender,Religious Character,Diocese,Admissions Policy,School Capacity,Special Classes,Census Date,Number Of Pupils,Number Of Boys,Number Of Girls,Percentage Claiming Free School Meals,Trust School,Trust Name,School Sponsored,School Sponsor,Federation,Federation Name,Unique Property Reference Number,Further Higher Education Identifier,Further Education Type,Ofsted Last Inspected,Ofsted Special Measures,Last Changed Date,Street,Locality,Address 3,Town,County,Postcode,Website,Telephone Number,Head Title,Head First Name,Head Last Name,Head Honours,Head Preferred Job Title,Teen Mothers,Teen Mothers Places,Child Care Facilities,Special Education Needs Pupil Referral Unit,Emotional Behavioural Difficulties,Full Time Provision,Education By Other,Section 41 Approved,Special Education Needs 1,Special Education Needs 2,Region,Administrative Ward,Parliamentary Constituency,Urban Rural,GSSLA Code,Easting,Northing,Middle Super Output Area,Lower Super Output Area,Boarding Establishment,Previous Local Authority Code,Previous Local Authority Name,Previous Establishment Number,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID
101535,304,Brent,3303,Princess Frederica CofE Primary School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Primary,3,11,No Boarders,Does not have a sixth form,Mixed,Church of England,Diocese of London,Not applicable,420,No Special Classes,16/01/2014,445,220,225,5.5%,Not applicable,,Not applicable,,Not under a federation,,,,Not applicable,19/01/2012,Not in special measures,18/06/2014,College Road,,,London,,NW10 5TP,,2089697756,Mrs,S,Nettey,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Queens Park,Hampstead and Kilburn,Urban > 10k - less sparse,E09000005,523191,183060,Brent 033,Brent 033F,,999,,,-0.225349,51.533026,Unknown,24/09/2015,"(51.533026, -0.225349)",339
101537,304,Brent,3308,St Mary's CofE Primary School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Primary,3,11,No Boarders,Does not have a sixth form,Mixed,Church of England,Diocese of London,Not applicable,355,No Special Classes,16/01/2014,322,155,165,31.8%,Not applicable,,Not applicable,,Not under a federation,,,,Not applicable,11/12/2012,Not in special measures,18/06/2014,Garnet Road,,,London,,NW10 9JA,http://www.stmaryscofeprimary.co.uk,2084510363,Ms,S E,Lawrence,Bed Hons,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Harlesden,Brent Central,Urban > 10k - less sparse,E09000005,521289,184721,Brent 025,Brent 025D,,999,,,-0.252185,51.548365,Unknown,24/09/2015,"(51.548365, -0.252185)",340
101538,304,Brent,3500,Our Lady of Grace Catholic Junior School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Primary,7,11,No Boarders,Does not have a sixth form,Mixed,Roman Catholic,Archdiocese of Westminster,Not applicable,240,No Special Classes,16/01/2014,240,110,130,12.9%,Not applicable,,Not applicable,,Not under a federation,,,,Not applicable,23/10/2012,Not in special measures,18/06/2014,Dollis Hill Lane,,,London,,NW2 6HS,http://www.beacon-schoolweb.co.uk,2084506002,Mr,S,McGrath,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Dollis Hill,Brent Central,Urban > 10k - less sparse,E09000005,522589,186206,Brent 011,Brent 011E,,999,,,-0.232929,51.56143,Unknown,24/09/2015,"(51.56143, -0.232929)",341
101539,304,Brent,3501,St Joseph RC Junior School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Primary,7,11,No Boarders,Does not have a sixth form,Mixed,Roman Catholic,Archdiocese of Westminster,Not applicable,240,No Special Classes,16/01/2014,280,145,135,13.6%,Not applicable,,Not applicable,,Supported by a federation,"The Federation of St Joseph's Juniors, Infant and Nursery School",,,Not applicable,28/11/2011,Not in special measures,18/06/2014,Chatsworth Avenue,,,Wembley,,HA9 6BE,,2089023438,Mrs,Pamela,Gibney,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Wembley Central,Brent North,Urban > 10k - less sparse,E09000005,518800,185082,Brent 020,Brent 020E,,999,,,-0.287942,51.552138,Unknown,24/09/2015,"(51.552138, -0.287942)",342
101542,304,Brent,3505,St Mary Magdalen Catholic Junior School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Primary,7,11,No Boarders,Does not have a sixth form,Mixed,Roman Catholic,Archdiocese of Westminster,Not applicable,256,No Special Classes,16/01/2014,355,175,180,21.1%,Not applicable,,Not applicable,,Not under a federation,,,,Not applicable,03/07/2014,Not in special measures,12/11/2014,Linacre Road,Willesden Green,,London,,NW2 5BB,http://www.marymag.brent.sch.uk,2084593159,,Maria,Nowicka,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Willesden Green,Brent Central,Urban > 10k - less sparse,E09000005,522931,184693,Brent 022,Brent 022D,,999,,,-0.228526,51.547758,Unknown,24/09/2015,"(51.547758, -0.228526)",343
101543,304,Brent,3506,St Robert Southwell RC Primary School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Primary,3,11,No Boarders,Does not have a sixth form,Mixed,Roman Catholic,Archdiocese of Westminster,Not applicable,315,No Special Classes,16/01/2014,426,220,205,10.4%,Not applicable,,Not applicable,,Not under a federation,,,,Not applicable,22/01/2013,Not in special measures,18/06/2014,Slough Lane,Kingsbury,,London,,NW9 8YD,,2082046148,Miss,Honor,Beck,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Fryent,Brent North,Urban > 10k - less sparse,E09000005,520098,188410,Brent 003,Brent 003A,,999,,,-0.268093,51.581773,Unknown,24/09/2015,"(51.581773, -0.268093)",344
101544,304,Brent,3507,Convent of Jesus and Mary RC Infant School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Primary,3,7,No Boarders,Does not have a sixth form,Mixed,Roman Catholic,Archdiocese of Westminster,Not applicable,270,No Special Classes,16/01/2014,325,155,170,13.3%,Not applicable,,Not applicable,,Not under a federation,,,,Not applicable,28/09/2010,Not in special measures,12/11/2014,21 Park Avenue,,,London,,NW2 5AN,http://www.cjminfantschool.co.uk,2084595890,,Mary,O'Higgins,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Willesden Green,Brent Central,Urban > 10k - less sparse,E09000005,523022,184716,Brent 022,Brent 022D,,999,,,-0.227206,51.547945,Unknown,24/09/2015,"(51.547945, -0.227206)",345
101545,304,Brent,3508,Our Lady of Lourdes RC Primary School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Primary,3,11,No Boarders,Does not have a sixth form,Mixed,Roman Catholic,Archdiocese of Westminster,Not applicable,240,No Special Classes,16/01/2014,238,115,125,28.8%,Not applicable,,Not applicable,,Not under a federation,,,,Not applicable,03/12/2013,Not in special measures,18/06/2014,Wesley Road,,,London,,NW10 8PP,http://www.lourdes.brent.sch.uk/,2089615037,Ms,Mary,Bickerstaff,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Stonebridge,Brent Central,Urban > 10k - less sparse,E09000005,520418,183856,Brent 027,Brent 027E,,999,,,-0.265036,51.540777,Unknown,24/09/2015,"(51.540777, -0.265036)",346
101546,304,Brent,3509,St Joseph's RC Infant School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Primary,3,7,No Boarders,Does not have a sixth form,Mixed,Roman Catholic,Archdiocese of Westminster,Not applicable,180,No Special Classes,16/01/2014,269,140,125,11.9%,Not applicable,,Not applicable,,Supported by a federation,"The Federation of St Joseph's Juniors, Infant and Nursery School",,,Not applicable,22/09/2009,Not in special measures,18/06/2014,Waverley Avenue,,,Wembley,,HA9 6TA,,2089036032,Mrs,P,Gibney,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Wembley Central,Brent North,Urban > 10k - less sparse,E09000005,518816,185048,Brent 020,Brent 020E,,999,,,-0.287722,51.551829,Unknown,24/09/2015,"(51.551829, -0.287722)",347
101547,304,Brent,3510,Our Lady of Grace RC Infant and Nursery School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Primary,3,7,No Boarders,Does not have a sixth form,Mixed,Roman Catholic,Archdiocese of Westminster,Not applicable,180,No Special Classes,16/01/2014,227,120,110,14.9%,Not applicable,,Not applicable,,Not under a federation,,,,Not applicable,21/03/2011,Not in special measures,18/06/2014,Dollis Hill Avenue,,,London,,NW2 6EU,,2084506757,Miss,M A,Shea,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Dollis Hill,Brent Central,Urban > 10k - less sparse,E09000005,523176,186533,Brent 011,Brent 011A,,999,,,-0.22435,51.564241,Unknown,24/09/2015,"(51.564241, -0.22435)",348
101548,304,Brent,3511,St Margaret Clitherow RC Primary School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Primary,3,11,No Boarders,Does not have a sixth form,Mixed,Roman Catholic,Archdiocese of Westminster,Not applicable,210,No Special Classes,16/01/2014,235,110,125,13.8%,Not applicable,,Not applicable,,Not under a federation,,,,Not applicable,13/07/2011,Not in special measures,18/06/2014,Quainton Street,,,London,,NW10 0BG,,2084503631,Mrs,E,McSperrin,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Welsh Harp,Brent Central,Urban > 10k - less sparse,E09000005,520508,185961,Brent 010,Brent 010E,,999,,,-0.263018,51.559676,Unknown,24/09/2015,"(51.559676, -0.263018)",349
101549,304,Brent,3601,Sinai Jewish Primary School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Primary,3,11,No Boarders,Does not have a sixth form,Mixed,Jewish,Not applicable,Not applicable,690,No Special Classes,16/01/2014,670,320,350,2.7%,Not applicable,,Not applicable,,Not under a federation,,,,Not applicable,20/01/2015,Not in special measures,03/02/2015,Shakespeare Drive,Kenton,,Harrow,Middlesex,HA3 9UD,,2082041550,Mr,Robert,Leach,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Barnhill,Brent North,Urban > 10k - less sparse,E09000005,519138,188145,Brent 006,Brent 006B,,999,,,-0.282032,51.579595,Unknown,24/09/2015,"(51.579595, -0.282032)",350
101552,304,Brent,5200,Oakington Manor Primary School,Foundation School,Open,Not applicable,,Not applicable,,Primary,3,11,No Boarders,Does not have a sixth form,Mixed,None,Not applicable,Not applicable,600,No Special Classes,16/01/2014,753,370,380,26.1%,-,,Not applicable,,Supported by a federation,The Federation of Oakington and Furness Primary Schools,,,Not applicable,07/07/2010,Not in special measures,14/04/2015,Oakington Manor Drive,,,Wembley,,HA9 6NF,http://www.oakmanor.brent.sch.uk,2089022871,Mrs,Sylvia,Libson,Obe,Executive Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,London,Tokyngton,Brent Central,Urban > 10k - less sparse,E09000005,519960,185118,Brent 017,Brent 017E,,999,,,-0.271207,51.552217,Unknown,24/09/2015,"(51.552217, -0.271207)",351
101554,304,Brent,5202,Malorees Junior School,Foundation School,Open,Not applicable,,Not applicable,,Primary,7,11,No Boarders,Does not have a sixth form,Mixed,None,Not applicable,Not applicable,270,No Special Classes,16/01/2014,235,135,100,16.2%,-,,Not applicable,,Not under a federation,,,,Not applicable,11/03/2015,Not in special measures,02/04/2015,Christchurch Avenue,Brondesbury Park,,London,,NW6 7PB,http://www.maloreesjnr.brent.sch.uk/,2084595452,Ms,C,Fowler,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Brondesbury Park,Hampstead and Kilburn,Urban > 10k - less sparse,E09000005,523903,184046,Brent 030,Brent 030B,,999,,,-0.214743,51.541731,Unknown,24/09/2015,"(51.541731, -0.214743)",352
101555,304,Brent,5203,St Joseph's Roman Catholic Primary School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Primary,3,11,No Boarders,Does not have a sixth form,Mixed,Roman Catholic,Archdiocese of Westminster,Not applicable,630,No Special Classes,16/01/2014,502,245,260,21.2%,Not applicable,,Not applicable,,Not under a federation,,,,Not applicable,16/01/2013,Not in special measures,30/10/2014,Goodson Road,Willesden,,London,,NW10 9LS,,2089655651,Mrs,D,Titus,"Ba Hons Qts, Npqh",Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Harlesden,Brent Central,Urban > 10k - less sparse,E09000005,521386,184266,Brent 025,Brent 025E,,999,,,-0.250943,51.544255,Unknown,24/09/2015,"(51.544255, -0.250943)",353
101556,304,Brent,5204,The Kilburn Park School Foundation,Foundation School,Open,Not applicable,,Not applicable,,Primary,7,11,No Boarders,Does not have a sixth form,Mixed,None,Not applicable,Not applicable,240,No Special Classes,16/01/2014,194,100,95,34%,-,,Not applicable,,Not under a federation,,,,Not applicable,05/11/2013,Not in special measures,18/06/2014,Malvern Road,,,London,Middlesex,NW6 5RG,http://www.kilburnpark.brent.sch.uk,2076247603,Mr,Laurence,Keel,Bed(Hons),Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Kilburn,Hampstead and Kilburn,Urban > 10k - less sparse,E09000005,524976,183008,Brent 034,Brent 034C,,999,,,-0.199646,51.532167,Unknown,24/09/2015,"(51.532167, -0.199646)",354
101563,304,Brent,5406,St Gregory RC High School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Secondary,11,18,No Boarders,Has a sixth form,Mixed,Roman Catholic,Archdiocese of Westminster,Comprehensive,1058,No Special Classes,16/01/2014,1116,650,465,15.8%,Not applicable,,Not applicable,,Not under a federation,,10006171,,Not applicable,15/10/2013,Not in special measures,12/11/2014,Donnington Road,Kenton,,Harrow,,HA3 0NB,http://www.stgregorys.harrow.sch.uk,2089078828,,Andrew,Prindiville,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Kenton,Brent North,Urban > 10k - less sparse,E09000005,517552,188564,Brent 004,Brent 004B,,999,,,-0.30477,51.583694,Unknown,24/09/2015,"(51.583694, -0.30477)",355
101564,304,Brent,5407,Newman Catholic College,Voluntary Aided School,Open,Not applicable,,Not applicable,,Secondary,11,19,No Boarders,Has a sixth form,Boys,Roman Catholic,Archdiocese of Westminster,Comprehensive,1012,No Special Classes,16/01/2014,586,585,,25.1%,Not applicable,,Not applicable,,Not under a federation,,10001161,,Not applicable,21/09/2011,Not in special measures,18/06/2014,Harlesden Road,,,London,,NW10 3RN,http://www.ncc.brent.sch.uk,2089653947,Mr,Danny,Coyle,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Kensal Green,Brent Central,Urban > 10k - less sparse,E09000005,522218,183549,Brent 031,Brent 031E,,999,,,-0.2392,51.537632,Unknown,24/09/2015,"(51.537632, -0.2392)",356
101569,304,Brent,6051,Buxlow Preparatory School,Other Independent School,Open,Not applicable,11/10/1957,Not applicable,,Not applicable,3,11,No Boarders,Does not have a sixth form,Mixed,,Not applicable,Non-selective,140,No Special Classes,16/01/2014,80,45,35,0%,Not applicable,,Not applicable,,Not applicable,,,,Not applicable,,Not applicable,16/01/2015,5/6 Castleton Gardens,,,Wembley,,HA9 7QJ,http://www.happychildschools.com,2089043615,Mrs,Ann,Baines,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Preston,Brent North,Urban > 10k - less sparse,E09000005,518199,186137,Brent 012,Brent 012B,,999,,,-0.296252,51.561746,Unknown,24/09/2015,"(51.561746, -0.296252)",357
101570,304,Brent,6053,Gower House School,Other Independent School,Open,Not applicable,22/01/1958,Not applicable,,Not applicable,3,11,No Boarders,Does not have a sixth form,Mixed,,Not applicable,Non-selective,220,No Special Classes,16/01/2014,158,80,75,0%,Not applicable,,Not applicable,,Not applicable,,,,Not applicable,,Not applicable,06/05/2015,5 Blackbird Hill,Kingsbury,,London,,NW9 8RR,,2082052509,,M,Keane,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Welsh Harp,Brent Central,Urban > 10k - less sparse,E09000005,520397,186627,Brent 009,Brent 009E,,999,,,-0.264391,51.565685,Unknown,24/09/2015,"(51.565685, -0.264391)",358
101571,304,Brent,6057,St Christopher's School,Other Independent School,Open,Not applicable,21/02/1958,Not applicable,,Not applicable,4,11,No Boarders,Does not have a sixth form,Mixed,Christian,Not applicable,Not collected,114,No Special Classes,16/01/2014,80,45,35,0%,Not applicable,,Not applicable,,Not applicable,,,,Not applicable,,Not applicable,16/01/2015,71 Wembley Park Drive,,,Wembley,,HA9 8HE,http://www.happychildschools.com,2089025069,Mrs,Alison,McNeill,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Preston,Brent North,Urban > 10k - less sparse,E09000005,518914,186169,Brent 012,Brent 012D,,999,,,-0.285931,51.561884,Unknown,24/09/2015,"(51.561884, -0.285931)",359
101572,304,Brent,6059,St Nicholas School,Other Independent School,Open,Not applicable,03/10/1957,Not applicable,,Not applicable,0,11,No Boarders,Does not have a sixth form,Mixed,Inter- / non- denominational,Not applicable,Non-selective,80,No Special Classes,16/01/2014,54,30,25,0%,Not applicable,,Not applicable,,Not applicable,,,,Not applicable,,Not applicable,13/02/2015,22 Salmon Street,Kingsbury,,London,,NW9 8PN,http://www.stnicholasschool.org.uk,2082057153,Miss,Alexis,Brierley,,Headmistress,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Welsh Harp,Brent Central,Urban > 10k - less sparse,E09000005,520260,186843,Brent 009,Brent 009E,Does not have boarders,999,,,-0.266292,51.567656,Unknown,24/09/2015,"(51.567656, -0.266292)",360
101573,304,Brent,6065,"Ysgol Gymraeg Llundain, The Welsh School London",Other Independent School,Open,Not applicable,03/10/1961,Not applicable,,Not applicable,3,11,No Boarders,Does not have a sixth form,Mixed,,Not applicable,Not collected,39,No Special Classes,16/01/2014,39,20,20,0%,Not applicable,,Not applicable,,Not applicable,,,,Not applicable,,Not applicable,26/06/2015,C/O Stonebridge Primary School,Shakespeare Avenue,,London,,NW10 8NG,,2089653585,Miss,J,Sullivan,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Stonebridge,Brent Central,Urban > 10k - less sparse,E09000005,520512,183840,Brent 027,Brent 027E,,999,,,-0.263686,51.540613,Unknown,24/09/2015,"(51.540613, -0.263686)",361
101574,304,Brent,5949,Islamia Primary School,Voluntary Aided School,Open,Not applicable,,Not applicable,,Primary,4,11,No Boarders,Does not have a sixth form,Mixed,Muslim,Not applicable,Not applicable,210,No Special Classes,16/01/2014,392,185,205,26.5%,Not applicable,,Not applicable,,Not under a federation,,,,Not applicable,28/02/2013,Not in special measures,12/11/2014,129 Salusbury Road,,,London,,NW6 6PE,,2073722532,,Zahida,Shaheem,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Queens Park,Hampstead and Kilburn,Urban > 10k - less sparse,E09000005,524372,183812,Brent 032,Brent 032B,,999,,,-0.208066,51.539525,Unknown,24/09/2015,"(51.539525, -0.208066)",362
